,z,n,symbol,radius,unc_r,abundance,unc_a,energy_shift,energy,unc_e,ripl_shift,jp,half_life,operator_hl,unc_hl,unit_hl,half_life_sec,unc_hls,decay_1,decay_1_%,unc_1,decay_2,decay_2_%,unc_2,decay_3,decay_3_%,unc_3,isospin,magnetic_dipole,unc_md,electric_quadrupole,unc_eq,qbm,unc_qb,qbm_n,unc_qbmn,qa,unc_qa,qec,unc_qec,sn,unc_sn,sp,unc_sp,binding,unc_ba,atomic_mass,unc_am,massexcess,unc_me,me_systematics,discovery,ENSDFpublicationcut-off,ENSDFauthors,Extraction_date
0,92,143,U,5.8337,0.0041,0.7204,0.0006,,0,,,7/2-,704000000.0,,1,Y,2.221607588611277e+16,31556925974592,A,100,,SF,7e-09,2e-09,{+25}Ne,8e-10,,,-0.38,0.03,4.936,0.006,-124.2619,0.8524,-7107.3413,8.3237,4678.0559,0.6911,-1370.119,14.016,5297.4952,0.2319,6709.0586,3.9947,7590.9151,0.0048,235043928.117,1.198,40918.782,1.116,N,1935,1-Feb-2014,E. BROWNE and  J. K. TULI,2024-04-20
